Place,timestamp,Murder,Robbery,wheeler theft,Assault,Kidnap,Latitude,Longitude
"Near House NO 04, 9th Cross, OM Shivashakthi Nagar, Chunchagta Main Road,
Bengaluru City",7/3/2020 17.28,0,0,1,0,0,12.893183,77.572113
"IN FRONT OF MY HOUSE NO. 11, 18TH MAIN, 23 RD A CR, 23 A CROSS, J.P.
NAGAR 5TH PHASE, Bengaluru City,",28-02-2020 20:00,0,0,1,0,0,12.904658,77.58838
"Infront of house No.6/8, 4th cross, Santrupti Naga, JP Nagar 7th phase, Bengaluru
City",07-03-2020 12:10,0,0,0,1,0,12.88087,77.5855
"OPP AVANTIKA APARTMENT, JP NAGAGR 8TH PHASE, Bengaluru City",04-03-2020 22:00,1,0,0,0,0,12.889763,77.585588
OPPOSITE NO.35 HOUSE PIPE LINE ROAD ILIYAS NAGAR BANGALORE CITY,28-02-2020 15:30,0,0,1,0,0,12.90861344,77.56138748
"INFRONT OF NO.19 1ST CROSS , 1ST STAGE TEACHERS COLONY, K S LAYOUT BANGALORE 560078",07-03-2020 22:55,0,1,0,0,0,12.91557199,77.57321559
"INFRONT OF SUB REGISTER OFFICE, PRAGHIPURA KANAKAPURA MAIN ROAD, BANGALORE",07-03-2020 21:20,1,0,0,0,0,12.91340907,77.57083405
"#441, 11TH CROSS, HT LINE ROAD BEHIND NOORANI MASIDI, ILIYAS NAGAR BANGALORE",03-03-2020 22:50,0,0,0,1,0,12.90617125,77.56984584
"INFRONT OF NO. 54, 4TH CROSS, BIKASHIPURA MAIN ROAD, ISRO LAYOUT BANGALORE",28-02-2020 19:00,0,0,0,0,1,12.90356171,77.5595982
"BIMAN AUTO AGENCY INDIAN PVT LTD,NO.69/2, SARAKKI BANGALORE",07-03-2020 14:50,0,0,1,0,0,12.89281339,77.56663005
"INFRONT OF NO.119, 5TH CROSS 7TH MAIN, BIKASIPURA ISRO LAYOUT",28-02-2020 23:50,0,1,0,0,0,12.91082185,77.56824521
"#07, 1ST CROSS, 1ST MAIN, JHBCS LAYOUT BANGALORE",07-03-2020 10:35,0,0,0,1,0,12.91241826,77.56410484
"NO.106, POST OFFICE ROAD, YELACHENAHALLI",05-03-2020 13:15,0,0,1,0,0,12.90114947,77.57064657
"NO.47/5 IKV SCHOOL OPPOSITE, VASANTHAPURA ROAD, SHANTHI NAGAR, ISRO LAYOUT BANGALORE",28-02-2020 11:55,1,0,0,0,0,12.91082185,77.56824521
"DAYANANDASAGAR HOSPITAL OPPOSITE , K S LAYOUT , BANGALORE",03-03-2020 20:40,0,1,0,0,0,12.90945342,77.56509517
"ZN KALYANA MANTAPA,NEAR IDHGA MINOZ NAGAR BANGALORE CITY",03-03-2020 13:40,0,0,1,0,0,12.91141981,77.56207686
"NO.68/4, DSC ROAD GANGADHAR NAGAR, KANAKAPURA MAIN ROAD BANGALORE CITY /78",28-02-2020 15:30,0,0,1,0,0,12.90852035,77.57252653
"NO.17, 32 CROSS, NEAR WER TANK, K S LAYOUT BANGALORE",01-03-2020 22:20,1,0,0,0,0,12.91230643,77.56706104
"No 765 Portico, 1st Main, 2nd Phase, 7th Block, Vidhyanagar, BSK 3rd Stage,
Bengaluru City, Karnaka, 560085",28-02-2020 15:00,0,0,1,0,0,,
"Opp. Road of No.03, Venkesh Murthy Road, Hosakerehalli Main Road,
Bengaluru City, Karnaka, 560085",03-03-2020 17:50,0,0,1,0,0,,
"Infront of SLN Bar, Dwarakanagar, Hosakerehalli , BSK 3rd stage, Bengaluru City,
Karnaka, 560085",07-03-2020 12:10,0,0,0,1,0,,
"Infront of No.672, 6th Cross, 16th Main, SBM Colony, Srinivasa Nagar, Bengaluru
City, Karnaka, 560050",28-02-2020 23:00,1,0,0,0,0,12.936359,77.354721
"infront of No.671, 6th Cross, 16th Main, SBM Colony, Bengaluru City, Karnaka,
560050",01-03-2020 12:00,0,0,1,0,0,12.936275,77.550704
"Near House, 6th cross,, Hosakerehalli, BSK 3rd stage, Bengaluru City, Karnaka,
560085",06-03-2020 13:45,0,0,0,1,0,12.555043,77.322021
"Vace Place, Near Siddartha Wine Store, D.G.Circle, Hosakerehalli, Bengaluru
City, Karnaka, 560085",07-03-2020 20:20,0,1,0,0,0,12.560156,77.320937
"NO 1194,ANUGRAHA,1ST E MAIN,GIRINAGAR,B/85",07-03-2020 21:20,0,0,1,0,0,,
"NEAR INDIRA CANTEEN,VEERABHADRA NAGAR,HOSAKEREHALLI,BSK 3RD STAGE,B/85",04-03-2020 13:40,0,0,1,0,0,,
"OPP PES COLLEGE,DWARAKA NAGAR,BSK 3RD STAGE,B/85",04-03-2020 13:40,0,0,1,0,0,,
"No 1462, 17th Main Road,Muneswara Block, Muneswara Block, Bengaluru City,
Karnaka,",06-03-2020 01:35,0,0,1,0,0,12.945085,77.548612
"NIFRONT OF NO 672/A, 2ND MAIN, 7TH BLOCK, BSK 3RD STAGE,, Bengaluru
City, Karnaka, 560085",01-03-2020 01:45,1,0,0,0,0,,
"INFRONT OF SIDDARTHA BAR, VEERABHADRANAGARA SIGNLE, Bengaluru
City, Karnaka, 560085",07-03-2020 12:20,0,0,1,0,0,12.943637,77.844691
"INFRONT OF NO 128. 4TH CROSS NEHARU ROAD,, GIRINAGARA 1ST
PHASE,, Bengaluru City, Karnaka, 560085",04-03-2020 22:00,0,1,0,0,0,12.938298,77.544986
"IN FRONT OF MP CERAMICS WORLD, 80 FEET ROAD, NEAR
HOSAKEREHALLI CROSS, Bengaluru City, Karnaka, 560085",05-03-2020 23:00,0,0,1,0,0,12.931394,77.544233
"ON MORI, NEAR MUNESHWARASWAMY TEMPLE, 3RD CROSS,,
GIRINAGARA 4TH PHASE, Bengaluru City, Karnaka, 560085",28-02-2020 13:00,1,0,0,0,0,12.935716.,77.544577
"NEAR NO 889. 1ST MAIN., GIRINAGARA 2ND PHASE, Bengaluru City,
Karnaka, 560085",03-03-2020 00:15,0,1,0,0,0,12.939574,77.542507
"VINOD MOTARS NEAR VEEARABHADRANAGARA SIGNEL,, 100 FEET RING
ROAD, VEERABHADRANAGARA, Bengaluru City, Karnaka, 560085",06-03-2020 17:25,1,0,0,0,0,12.937255.,77.534241
"INFRONT OF 551, 1ST MAIN, NAGENDRA BLOCK, BSK, Bengaluru City,
Karnaka, 560085",01-03-2020 17:20,0,0,1,0,0,12.941095,77.553129
"TR. mill , 5th main, chamaraj pete b/18",05-03-2020 19:10,0,1,0,0,0,12.9578264,77.55941741
"Opp. TR Mill 5th Main Chamarajpet, Bangalore.",28-02-2020 22:10,0,0,0,0,1,12.9578264,77.55941741
"No 646,(29), Opp, Shanimahama Temple, Bhavaninagar, KG Nagar, Bangalore.",01-03-2020 22:20,0,1,0,0,0,12.94983,77.56041
"Near Ashoka Shishu vihara, RR road, Shankarapura B'lore/04",07-03-2020 21:20,0,0,1,0,0,12.9556,77.56883
"Infront of house no 444, middle school road, vv puram, b/lore",05-03-2020 21:40,0,0,1,0,0,12.95206739,77.57928102
"Basement lane, no 24, middle school road, vv puram, b/lore",28-02-2020 00:00,0,1,0,0,0,12.95206739,77.57928102
"parking place, infront infosis lab, victoria hospital, b/lore",03-03-2020 22:50,1,0,0,0,0,12.96299087,77.57215462
"No 2, roshan bagh road, VV Puram, B/lore",07-03-2020 16:00,0,1,0,0,0,12.95428659,77.57768197
"No 6, infront of ashvh kte, vv puram, B/lore",04-03-2020 14:30,1,0,0,0,0,12.9532178,77.5777217
"Infront of Balaji shop, 2nd main, NT Pet, B/lore",04-03-2020 22:00,0,0,1,0,0,12.96212533,77.57157822
"Near Venkaramana Temple, Srinagara, Bengaluru City, Karnaka, 560050",06-03-2020 11:40,0,1,0,0,0,12.94253,77.55534
"No/1, 4th Main, 3rd Cross, Gavipuram Cxtension, Hanumantha Nagara, Bengaluru",06-03-2020 13:45,0,0,1,0,0,12.94176,77.55656
"In Front of Govt Helth Center, Near Vidyapeeta Circle,Ashok Nagar, Bengaluru",28-02-2020 21:45,0,1,0,0,0,12.93526,77.56042
"Near 12th main,6th cross, BSK 1st stage,2nd block, Bengaluru City, Karnaka,",03-03-2020 17:50,0,0,1,0,0,12.943648,77.549789
"4th Main, Raghavendra Block, Srinagara,, Srinagar, Bengaluru City, Karnaka,",01-03-2020 12:00,0,1,0,0,0,12.9422,77.552401
"T.R.nagae Co. Bank. Khriguppe, main Road, BSK 3rd stg, Bengluru/85",28-02-2020 23:50,1,0,0,0,0,12.930861,77.554069
"No, 70, 1st A cross, 5th main, Anjneyanagar, BSK 3rd stg, Bengluru/85",03-03-2020 20:05,0,0,1,0,0,12.926837,77.544735
"No, 13/44, 4th main Road, Bhuvneshwarinagar, BSK 3rd stg, Bengluru/85",05-03-2020 21:00,1,0,0,0,0,12.924688,77.548142
"No, 688, 50feetRing Road, Khriguppe wer Tank, BSK 3rd stg, Bengluru/85",28-02-2020 21:00,1,0,0,0,0,12.930228,77.547624
"opp Subarmanya Tempale, bangirinagar, BSK 3rd stg, Bengluru/85",06-03-2020 10:10,0,1,0,0,0,12.924729,77.558486
"No, 10/03, Vivekanandanagar, BSK 3rd stg, Bengluru/85",05-03-2020 21:40,0,0,1,0,0,12.929702,77.553766
"No, 421, 1st c cross, Bhuvneshwarinagar, bsk 3rd stage, bengluru/85",07-03-2020 23:45,0,0,0,1,0,12.9212651,77.54999552
"No, 09, Surya Eleventors PVT LTD, BSK 3rd stg, Bengluru/85",05-03-2020 19:10,0,1,0,0,0,12.552074,77333558
"No, 31/34, 1st cross, 2nd main, 5th block, BSK 3rd stg, Bengluru/85",28-02-2020 22:00,1,0,0,0,0,12.2553,77.552298
"No/78/32,1st B cross,5th main road,krishnayya layout,BSK 3rd stg, Bengluru/85",07-03-2020 14:50,0,1,0,0,0,12.932284,77.54988
"No/266/A,1st cross,2nd blosk,BSK 3rd stg, Bengluru/85",07-03-2020 14:50,0,0,1,0,0,12.929298,77.54597
"No/575,1st cross,1st main,KG layout,BSK 3rd stg, Bengluru/85",07-03-2020 21:20,1,0,0,0,0,12.926366,77.549813
"OPPOSITE TO MC DONALD, 11TH MAIN, 4TH BLOCK JAYANAGAR",07-03-2020 16:00,0,1,0,0,0,12.92256,77.58698
"Opposite High Street Building, Adjust to Vijaya, College, 4th Block, Jayanagara",01-03-2020 12:05,0,0,1,0,0,12.918025,7758835
"Near stayfit showroom, 36th cross, 4th block, Jayanagara",28-02-2020 19:00,0,0,1,0,0,12.92746121,77.58628835
"Surana college, South end road, Basavanagudi",03-03-2020 12:50,0,0,1,0,0,12.93692755,77.57899468
"Near Banashankri Bus Stop, Kanakapura Main Road Banashankri",01-03-2020 19:50,0,1,0,0,0,12.934423,77.592768
"INFRONT OF MYSORE SILK SHOW ROOM, 8TH C MAIN, 4TH BLOCK JAYANAGARA",28-02-2020 15:50,0,0,0,0,1,12.91856,77.58466
"WHILE TRAVELLING IN BUS, B.M.T.C. BUS STAND, 4TH BLOCK JAYANAGARA",04-03-2020 18:00,1,0,0,0,0,12.947111,77.594474
"NO.138 & 139, 1st FLOOR, 6th C. MAIN, 4th BLOCK, JAYANAGAR",28-02-2020 13:00,0,1,0,0,0,12.929333,77.58168
"B.M.T.C. BUS STAND, KANAKAPURA MAIN ROAD, BANASHANKARI CIRCLE",03-03-2020 13:40,0,0,1,0,0,12.952429,77.543605
"Near Janha Bazar 9Th Main, Jayanagara 4Th Block",01-03-2020 12:20,0,1,0,0,0,12.9388,77.859975
"KARUMARIYAMMA TEMPLE, 18th MAIN, 4th T BLOCK, JAYANAGAR",05-03-2020 14:00,0,0,1,0,0,12.919098,77.589485
"RAMRAJ MARKET, SARAKKI, KANAKAPURA MAIN ROAD",28-02-2020 21:45,0,1,0,0,0,12.912976,77.573242
"Near Sya Sai junction, 9th main, 36th cross, Jayanagara 5th block",28-02-2020 19:00,0,1,0,0,0,12.552347,77.35059
"OPP TO BANASHANKARI TEMPLE, NEAR METRO STION, KANAKAPURA MAIN ROAD, BANASHANKARI",05-03-2020 14:25,1,0,0,0,0,12.946444,77.579988
"B.M.T.C. BUS STAND, 30TH CROSS,4TH BLOCK JAYANAGAR",06-03-2020 15:30,0,0,1,0,0,12.928613,77.585359
"BMTC bus stop, 4th Block, Jayanagara",07-03-2020 14:50,0,1,0,0,0,12.918025,77.58835
"INFRONT OF RASHROTTNA, 10th MAIN,4th BLOCK, JAYANAGAR",06-03-2020 15:30,0,0,1,0,0,12.930433,77.549761
"NO.159, 32rd CROSS,4th BLOCK, JAYANAGAR",07-03-2020 22:55,0,1,0,0,0,12.924603,77.588906
"No. 36, Papu Cottege, Near Yadiyur Lake, Kanakapura Main Road",05-03-2020 10:00,0,0,1,0,0,12.93349,77.576628
"WHILE TRAVELLING IN BMTC BUS, 30TH CROSS, 9TH MAIN, 4TH BLOCK JAYANAGARA",05-03-2020 13:30,0,0,1,0,0,12.928613,77.585359
"Near Nagashree Nilaya, 30th Cross, 7th Block Jayanagara",01-03-2020 12:00,0,1,0,0,0,12.927136,77.5907
"Backside of Nional College, 33rd Cross, 3rd Main, 7th Block Jayanagar",07-03-2020 12:50,0,0,1,0,0,12.926523,77.579647
"RAGIGUDDA BUS STAND, JAYANAGAR 9th BLOCK, JAYANAGAR",01-03-2020 18:25,0,0,1,0,0,12.916757,77.593434
"INFRONT OF PRAKRUTHI NUROPETHY, 9th MAIN 21st CR0SS, 3rd BLOCK, JAYANAGAR",01-03-2020 16:05,0,0,1,0,0,12.909694,77.634426
"Near NMKRV College, 3rd block,Jayanagara",28-02-2020 23:00,0,1,0,0,0,12.265842,77.248562
"INFRONT OF NIMISHAMBHA TEMPLE, 4th MAIN, 6th Block Jayanagar",28-02-2020 23:00,1,0,0,0,0,12.91756,77.58486
"28th A Cross, 11th Main, 4th Block,Jayanagara",04-03-2020 13:30,1,0,0,0,0,12.922536,77.587568
"Infront of Raymond Showroom, 11th Main, 4th Block Jayanagara",28-02-2020 11:55,0,1,0,0,0,12.92253,77.585898
"While travelling in BMTC Bus No 25A, towards, Jayanagara 4th Block,",01-03-2020 18:25,0,0,1,0,0,12.918028,77.58842
"While travelling in BMTC Bus No:KA-57-F-627, Route, No: 367, 11th main Bus Stop, 4th Block, Jayanagara",07-03-2020 13:00,0,1,0,0,0,12.922535,77.58565
"NO.193/26, 27th CROSS,6th BLOCK , JAYANAGARA",05-03-2020 06:15,0,0,1,0,0,12.95645,77.786586
"WHILE TRAVELLING BMTC BUS, J.P NAGAR, 2nd PHASE",28-02-2020 13:30,0,1,0,0,0,12.93443,77.592708
"INFRONT OF VIJAYA COLLEGE, 11TH MAIN, 4TH BLOCK JAYANAGARA",06-03-2020 17:30,0,0,1,0,0,12.9165885,77.589965
"A.M.C. BELGOLA KALYANA MANTAPA, 40TH CROSS, 8TH BLOCK JAYANGARA",07-03-2020 19:05,0,1,0,0,0,12.931988,77.590196
"LAXMANRAO PARK. OPP TO ADITYA HOTEL, DIAGONAL ROAD, 5TH MAIN, 4TH BLOCK JAYANAGARA",07-03-2020 20:40,0,1,0,0,0,12.931921,77.58029
"B.M.T.C. BUS STAND , BANASHANKARI CIRCLE, KANAKAPURA MAIN ROAD",06-03-2020 17:30,0,1,0,0,0,12.88605,77.494843
"2nd Main, 30th Cross, Near Kanakapura Main Road, 7th Block Jayanagar",28-02-2020 16:00,0,1,0,0,0,13.05669,77.6256687
"Sangam Circle, 45th Cross, 2nd Main, 8th Block Jayanagar",05-03-2020 07:30,1,0,0,0,0,12.919774,77.577703
"Durgamba Office, 45th Cross, 8th Block,Jayanagara",01-03-2020 12:20,1,0,0,0,0,"12.361426,",77.243652
"B.M.T.C. Bus Stand, 30th Cross, 4th Block Jayanagar",07-03-2020 14:50,0,1,0,0,0,12.928613,77.585359
"GNR KALYANA MANTAPA, 18th MAIN, 4th T BLOCK,JAYANAGAR",06-03-2020 17:25,0,1,0,0,0,12.93192,77.58016
"1st C Main, Beereshwara Co-Operive Society,8th Block, Jayanagara",01-03-2020 15:35,0,1,0,0,0,12.88605,77.494843
"GANESHA TEMPLE, 7th MAIN, 30th CROSS,4th BLOCK, JAYANAGAR",28-02-2020 11:00,1,0,0,0,0,12.93192,77.580106
"INSIDE COMPOUND, NO.803/15/12, 34th A. CROSS,9th MAIN, 4th BLOCK, JAYANAGAR",07-03-2020 16:15,0,1,0,0,0,12.924857,77.583759
"30th Cross, 5th Main, Junction, 4th Block Jayanagar",28-02-2020 14:15,0,1,0,0,0,12.92885,77.5785
"NEAR NMKRV COLLEGE, 22nd CROSS,3rd BLOCK, JAYANAGAR",28-02-2020 21:00,1,0,0,0,0,12.9273,77.57806
"INFRONT OF KARNAKA BANK, 27TH CROSS, 3rd Block Jayanagar",28-02-2020 08:40,0,0,1,0,0,12.930535,77.586997
"WHILE TRAVELLING IN B.M.T.C. BUS, EAST END TO, 4TH BLOCK JAYANAGAR",05-03-2020 13:30,0,0,1,0,0,12.928613,77.585359
"OPP TO KALYAN JEWELLERS, ELEPHANT RACK ROAD, 3RD BLOCK JAYANAGARA",07-03-2020 21:20,0,1,0,0,0,12.934891,77.581991
"Near Banashankari Circle Signal, Kanakapura Main Road, 8th Block Jayanagar",03-03-2020 11:20,0,1,0,0,0,12.936652,77.576437
"New Diagonal road, 21st Cross,3rd BLOCK, JAYANAGAR",28-02-2020 20:30,1,0,0,0,0,12.923852,77.576402
"27th Cross, 10th B Main, 4th Block,Jayanagara",04-03-2020 22:00,0,1,0,0,0,12.93067,77.581281
"WHILE TRAVELLING, NEAR SOUTH END PETROL BUNK, 3RD BLOCK JAYANAGARA",01-03-2020 16:05,0,1,0,0,0,12.923852,77.576402
"NO. 324, 10TH A MAIN, 3RD BLOCK JAYANAGARA",01-03-2020 12:00,0,0,1,0,0,12.923852,77.576402
"ARVIND STORE, NO: 9, 11TH MAIN, 28TH C CROSS, 4TH BLOCK JAYANAGAR",01-03-2020 14:20,0,1,0,0,0,12.930397,77.585753
"Near Shalini Ground, 10 th Main,5th Block Jaynagar",04-03-2020 09:00,0,1,0,0,0,12.919817,77.58481
"NEAR POORNIMA CONVENTION HALL, 30TH CROSS, 4TH BLOCK JAYANAGAR",28-02-2020 19:45,1,0,0,0,0,12.927082,77.588137
"HOUSE NO: 09, SANDHYA NIVAS, 34TH CROSS, 4TH BLOCK JAYANAGAR",05-03-2020 13:15,0,0,1,0,0,12.925458,77.584816
"Near Nanda theer bus stop, 6th Block Jayanagara",04-03-2020 08:30,0,0,1,0,0,12.932553,77.580342
"Near Esha Ceramics, JSS school road, Kanakapura main road,Jayanagar 8th block",05-03-2020 20:00,1,0,0,0,0,12.935566,77.589964
"Opp Banasankari Temple, Jayanagara 8th Block",28-02-2020 10:15,0,1,0,0,0,12.545787,77.342621
"No 159, 32nd Cross,11th Main, Jayanagara 4th,Block, Bengaluru City,",01-03-2020 18:35,1,0,0,0,0,23.823643,90.35341
"House No D-275, 46thCross 9th Main, Jayanagara,5th Block, Bengaluru City",04-03-2020 08:30,0,0,1,0,0,12.55018,77.380103
"Infront of Masjid Bus,Stop, 9th Main, Road,Jayanagar 4th Block,,",07-03-2020 19:55,0,0,1,0,0,12.926858,77.583552
"654, 2nd Floor, 11th, main,4th Block East, Jayanagara,Bengaluru City,",04-03-2020 23:05,0,1,0,0,0,12.91945,77.58582
"No 114, 2nd Main,Jayanagara 6th Block,Bengaluru City, Karnaka",04-03-2020 13:30,0,0,1,0,0,12.917758,77.588496
"KOCKS N KING,ANANDA CHAMBERS,NO-27,ANEBANDE ROAD,JAYANAGAR 3RD BLOCK, Bengaluru",28-02-2020 10:30,1,0,0,0,0,12.923975,77.579868
"Infront of Garden City,Hospital, 3rd Block,Jayanagara, Bengaluru City",01-03-2020 18:35,0,0,0,1,0,12.916869,77.589571
"Infront of JCCA Club,9th Main,, 4th Block,Jayanagar, Bengaluru City",05-03-2020 13:15,0,1,0,0,0,12.91845,77.584881
"Infront of Sri Printers,40th Cross,, Jayanagar 5th Block,Bengaluru City,",05-03-2020 15:40,0,0,1,0,0,12.921458,77.58764
"IN Front Of Jss College,38th Cross,, Jayanagara 8th Block, Bengaluru City",06-03-2020 11:40,1,0,0,0,0,12.92556,77.59763
"BANASHANKARI BUS STAND, KANAKAPURA MAIN ROAD,BANASHANKARI CIRCLE",03-03-2020 21:20,0,1,0,0,0,12.92556,77.59763
"No P6, Ba Show room 9th Main, 3rd Block,,Jayanagara, Bengaluru City,",04-03-2020 14:30,1,0,0,0,0,12.92074,77.59957
"NEAR ICICI CIRCLE,9th MAIN, 3rd Block, Jayanagar, Bengaluru City,",28-02-2020 10:30,0,0,1,0,0,12.92847,77.58374
"NO.73, DIAGANAL ROAD, OPP POST OFFICE,, JAYANAGAR 4th BLOCK, Bengaluru City,",05-03-2020 14:25,0,0,1,0,0,12.92825,77.57483
"NEAR BBMP WARD OFFICE, 18th MAIN, 38th CROSS,, 4th T BLOCK, JAYANAGAR, Bengaluru",07-03-2020 14:00,0,1,0,0,0,12.922084,77.589585
"No 1857, 38th Cross,11th A Main, Jayanagara 4th T Block, Bengaluru City",01-03-2020 22:30,1,0,0,0,0,12.935688,77.586954
"In Front Of BohraJewellary, 9th Main,Jayanagara 3th Block,Bengaluru City,
Karnaka",06-03-2020 15:20,0,0,1,0,0,12.92847,77.58374
"KARUMARIYAMMA TEMPLE, 18th MAIN, 4th T BLOCK, JAYANAGAR",28-02-2020 17:00,0,1,0,0,0,12.9167,77.59763
"Near Fazal store, 11th Main road,, 4th Block,Jayanagara, Bengaluru City,",07-03-2020 16:15,0,1,0,0,0,12.91945,77.58582
"BANASHANKARI CIRCLE SIGNAL,KANAKAPUA MAIN ROAD, BANASHANKARI,",01-03-2020 18:25,0,0,1,0,0,12.92556,77.57561
"In Front Of Krista Prabhalaya Poornima,Convention Hall 16th Main Jaynagara 4th T Block",28-02-2020 11:00,0,1,0,0,0,12.92367,77.58014
"46th Cross Road 1st Main, Jayanagara 8th Block,Bengaluru City",04-03-2020 23:05,0,0,1,0,0,12.92556,77.57591
"5th MAIN, 5th BLOCK,,JAYANAGAR, Bengaluru City,",07-03-2020 21:10,0,0,1,0,0,12.915868,77.58954
"IN FRONT OF NO-406 18th CROSS NEW DIAGNAL ROAD, 3rd BLOCK JAYANAGARA,",06-03-2020 20:30,0,0,1,0,0,12.91699,77.58934
"Jayanagar Bus Stand,,Jayanagar 4th Block,Bengaluru City,",04-03-2020 09:00,0,1,0,0,0,12.92367,77.58014
"Banashankari Bus Stop,Jayanagara 8th Block,Bengaluru City",28-02-2020 19:20,1,0,0,0,0,12.92556,77.57561
"Near Nandini Parlour,27th Cross, 5th Main,Jayanagara 3rd Block",05-03-2020 19:30,0,1,0,0,0,12.909645,77.632545
"ANJANEYA TEMPLE,BANASHANKARI,KANAKAPURA MAIN
ROAD,, Bengaluru City",01-03-2020 12:20,1,0,0,0,0,12.92556,77.57591
"NEAR BIBA SHOW ROOM,. 46th CROSS,, 5th BLOCK, JAYANAGAR",03-03-2020 13:40,0,0,1,0,0,12.915785,77.58695
"11th MAIN, 32nd CROSS,, 4th BLOCK,JAYANAGAR, Bengaluru City,",28-02-2020 19:25,0,1,0,0,0,12.91945,77.58582
"INFRONT OF ROYAL COMFORT, 27th CROSS,11th MAIN,, 4th BLOCK, JAYANAGAR, Bengaluru",01-03-2020 22:35,0,1,0,0,0,12.91945,77.58582
5th Main Jayanagara 3th Block,04-03-2020 22:00,0,1,0,0,0,12.92311,77.5807
"NEAR PAI VIJAY, 11th MAIN, 33rd CROSS,4th BLOCK, JAYANAGAR",07-03-2020 16:15,1,0,0,0,0,12.91945,77.58582
"Ice Cream Parlour, 33rd Cross, 16th Main,4th Block, Jayanagara",06-03-2020 21:15,0,1,0,0,0,12.923675,77.580145
"UPAHARA DARSHINI HOTEL, 22nd CROSS, 9th MAIN,3rd BLOCK, JAYANAGAR",28-02-2020 19:05,0,1,0,0,0,12.9237885,77.589685
BMTC Bus Jayanagara 4th Block,06-03-2020 21:15,0,0,1,0,0,12.92367,77.58014
"In Between In BMTC BUS From, SHivajinagara To Jayanagara 3rd Block",03-03-2020 20:40,1,0,0,0,0,12.92397,77.57968
"36th Cross, 3rd Main,Jayanagar 8th Block",28-02-2020 12:00,1,0,0,0,0,12.93047,77.57957
"Back Side of NMRVK College, 25th Cross,3rd Block Jayanagar",03-03-2020 21:20,0,0,0,1,0,12.93091,77.57812
"Near KFC Restaurant,Jayanagara 4th Block",28-02-2020 08:40,0,1,0,0,0,12.91945,77.585805
"38th Cross, 22nd Main Road, Jayanagara 4th T Block",28-02-2020 21:45,0,0,0,1,0,12.92164,77.59149
38th Cross Jayanagara 8th Block,05-03-2020 20:00,1,0,0,0,0,12.92178,77.57923
"MALE KOYLU PARK, 9th MAIN, 40th CROSS,JAYANAGAR 5th BLOCK,",07-03-2020 20:20,0,0,1,0,0,12.92239,77.58076
"PC JEWELLERS, NO.01, 10th A MAIN,3rd BLOCK, JAYANAGARA",28-02-2020 03:00,0,1,0,0,0,12.92266,77.5854
"No 107, 4th Cross, Shakambarinagara, 1st Stage,J P Nagara",28-02-2020 19:00,1,0,0,0,0,12.921455,77.587621
"Rimaa Botiq, No 186, 30th Cross,5th Main, 4th Block, Jayanagara",01-03-2020 14:30,0,0,1,0,0,12.92297,77.5807
"DIVITIA CONSULTING Pvt Ltd, NO.591, 10th A MAIN,, 44th CROSS, JAYANAGAR 5th BLOCK,",28-02-2020 08:40,0,0,0,1,0,12.92234,77.58076
"NO.389, 1st FLOOR, 11th MAIN,3rd BLOCK, JAYANAGAR",03-03-2020 20:10,1,0,0,0,0,12.914568,77.587485
"SANIKSHA DESIGN STUDIO, NO.569, 11th MAIN, 38th CR 5th BLOCK, JAYANAGAR",01-03-2020 12:00,0,1,0,0,0,12.91945,77.58582
"NO.606, INDIAN ETHNICS, 10th A MAIN, 30th CROSS,JAYANAGAR 4th BLOCK,",04-03-2020 22:00,0,1,0,0,0,12.92458,77.584796
"Basics Store,NO, 8/25, 11th Main,Jayanagara 4th Block",07-03-2020 22:55,0,0,1,0,0,12.919458,77.585795
"NO.290/2, 34th A CROSS, 9th MAIN,4th BLOCK, JAYANAGAR",28-02-2020 21:00,0,0,1,0,0,12.919458,77.585795
"No 270, 44th Cross, 9th Main, Jayanagara 5th Block",28-02-2020 17:00,0,1,0,0,0,12.914758,77.587965
"NO.624, 10th A MAIN,JAYANAGAR, 4th BLOCK,",03-03-2020 19:45,0,1,0,0,0,12.93457,77.578685
"AVR Swarna Mahal Jewellery Show Room,33rd B Cross, 11th Main , Jayanagar 4th Block",03-01-2020 16:30,1,0,0,0,0,12.92266,77.585845
"Reliance Retail Limited, Digital Xpress Mani,No.31/3, 9th Main, 3rd Block, Jayanagar",06-03-2020 20:45,0,1,0,0,0,12.916576,77.586945
"No.549, 42nd Cross, Ground Floor, 2nd Main,8th Block, Jayanagar",04-03-2020 08:00,0,0,1,0,0,12.86984,77.575962
"in front Of House no-113 28th cross, 7th block jayanagara",07-03-2020 00:35,0,0,1,0,0,12.92234,77.582254
"NO,111/13 3rd Main Road ,4Th Cross, Marenahalli Kere Angala",07-03-2020 23:45,1,0,0,0,0,12.9167,77.59763
"Infront of Ste Bank of India 40th Cross,2nd Main,Jayanagar 8th Block,",28-02-2020 21:45,0,0,1,0,0,12.91992,77.59044
"Banashankari Bus stand To Jayanagara Bus Stand, Jayanagara 4th Block",06-03-2020 21:15,0,0,1,0,0,12.92556,77.57561
"NEAR NIONAL COLLEGE,7th BLOCK, JAYANAGAR",07-03-2020 13:35,0,0,1,0,0,12.92865,77.58178
"No 185/7, Urban Codes, Chandra Plaza,8th F Main, Jayanagara 3rd Block",07-03-2020 14:50,0,1,0,0,0,12.93183,77.58355
"PG, No 633, 1st Floor, 10th B Main, Jayanagara 4th Block",28-02-2020 23:00,0,0,1,0,0,12.94158,77.58758
